p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
1.7945961688088129e-09,2.251006333179739,1,1,5.274265357888842e-09,3,TMEM150A
0.041168106789515165,-1.527928711926355,1,1,0.042257042331199826,3,STARD9
2.088302778937019e-12,2.6491376142389136,1,1,7.601954651558528e-12,3,EGLN3
0.005376092430616051,-1.8076001371447965,1,1,0.006992594027065524,3,GUSBP2
5.8655503937628845e-09,2.498164566835988,1,1,1.6545239889816688e-08,3,RRAGD
8.577958885478764e-41,2.8608976960150794,1,1,7.602239837086169e-40,3,TIMP2
0.00035322983291242294,-1.2588709561331717,1,1,0.000573926683801201,3,TECRL
0.020029771134389293,1.77445347501384,1,1,0.022663240781116395,3,HSD11B1
7.0882732590039046e-09,-1.2846369162561087,1,1,1.981246728408294e-08,3,LOC284865
0.02726049196328639,-2.7383514107120983,1,1,0.029681336523360313,3,RGPD1
1.18521070589723e-106,2.604460513144053,1,1,2.4047143103914867e-105,3,CTSH
0.012405988667651443,-1.1267029088712852,1,1,0.014810853257049825,3,IFT57
1.9433998473373537e-13,3.8953878561685924,1,1,7.419072769634577e-13,3,PRSS36
4.591415121837401e-65,4.113965204229439,1,1,6.056728132668018e-64,3,CFP
1.0437092480932025e-51,1.7960104152024874,1,1,1.13361572408384e-50,3,ALDH3B1
0.003943628249463949,-1.2659622887831588,1,1,0.005247231062951866,3,TBCD
7.502529541953815e-05,-1.2142956155469253,1,1,0.0001359982339192263,3,ZNF250
3.3844768221825156e-06,-1.0518947680033912,1,1,7.226364240525382e-06,3,INHBA-AS1
0.0014533170435174997,1.377475795941018,1,1,0.0021231389703726044,3,PRAME
9.183980778690797e-11,-1.6569002610718941,1,1,2.9651349896952437e-10,3,TRIM59
3.508644757888175e-144,5.420278817632213,1,1,9.671760756744163e-143,3,SIGLEC7
8.116660271975788e-05,-1.2973976804810456,1,1,0.00014607064883875382,3,RAET1E
8.071573911832251e-17,2.832454161552978,1,1,3.6578323044890594e-16,3,RNU12
